,twitter_id,screen_name,pred_gender,pred_org,pred_age,political_orientation
77845,1242272101806927872,_PoisonIvy_Ivy,female,non-org,<=18,neutral
77847,730216712,emanuelmaringer,male,non-org,>=40,left
77848,1147480186000150528,Sherri14901478,female,non-org,<=18,right
77849,4984181,nic221,female,non-org,30-39,left
77850,198688169,swimmerbr78,male,non-org,>=40,left
77851,816622860,AndyChen1111,male,non-org,>=40,neutral
77853,243277940,IamChosen777,male,non-org,>=40,right
77854,1247386564939984896,KnowsPublic,male,non-org,>=40,right
77856,14595102,B_McC2,male,non-org,19-29,left
77857,77555738,willysknot,male,non-org,30-39,neutral
77860,907345217954746370,DaxamVoice,male,non-org,>=40,right
77861,519538513,JScottP1019,male,non-org,<=18,neutral
77862,2192713406,MalcomRiley22,male,non-org,30-39,left
77863,40790774,mattgrossman,male,non-org,>=40,neutral
77864,1230600375675301889,DeckardJodi,female,non-org,>=40,right
77865,10108052,davidnhamilton,male,non-org,>=40,neutral
77866,4259175317,JeffGovCon,male,non-org,>=40,left
77868,104165880,DiMooz,male,non-org,>=40,right
77869,1129827524719128576,basileuspingu,male,non-org,>=40,neutral
77870,28655058,CaryAZimmerman,female,non-org,30-39,left
77871,3374874532,bjurkovicz,male,non-org,30-39,left
77872,855318254,RyanGirdusky,male,non-org,>=40,right
77874,1216209196992978949,KateSchwartz75,female,non-org,>=40,left
77875,349099138,Fisidrou,male,non-org,19-29,neutral
77876,2488431457,TheMostStacy,female,non-org,30-39,left
77877,1283473256582971392,PartofIm,male,non-org,>=40,right
77879,2812123590,Ewetopian,male,non-org,19-29,right
77880,26464396,TRAVLIC,male,non-org,>=40,left
77881,1168023730544500737,Alaska_Dee,female,non-org,19-29,left
77882,871245728,jentownnews,female,non-org,>=40,right
77883,872153855802441728,HillBlackburn,female,non-org,30-39,right
77884,70568243,snamiri,male,non-org,30-39,neutral
77885,180426005,YveClark,female,non-org,>=40,right
77886,787731248,kenneth2242,male,non-org,19-29,left
77887,2222450347,mrsbriggle,female,non-org,30-39,left
77888,2736871799,javiernydotcon,male,non-org,<=18,neutral
77889,251838048,DrJulioSandoval,male,non-org,>=40,left
77890,1017452540705861632,celebrityknigh1,male,non-org,<=18,neutral
77891,3308228400,Western_Geo,male,non-org,>=40,left
77892,31443503,BeeBrookshire,female,non-org,30-39,neutral
77893,267134242,raghurajs_hegde,male,non-org,>=40,neutral
77895,2561720820,ramniranjan187,male,non-org,>=40,left
77896,24895107,iambhattman,male,non-org,>=40,neutral
77897,164765546,arund2,male,non-org,>=40,neutral
77898,287261028,albertoescobosa,male,non-org,<=18,right
77900,1258740060750524419,SeverineFWI,male,non-org,>=40,right
77901,12443962,ilmtraders,male,non-org,<=18,neutral
77902,77271015,nealboudette,male,non-org,>=40,left
77903,4269317414,MiaowABQ,female,non-org,19-29,left
77904,800389784027832320,BandayAatif,male,non-org,19-29,left
77905,154676382,Rainbow_Golden,male,non-org,>=40,left
77906,1093805677045268480,IsabelVillalon1,female,non-org,19-29,neutral
77907,1076991951423950848,politics_purely,male,non-org,<=18,right
77908,429628891,ChelseaLupkin,female,non-org,30-39,left
77909,1266756944687071232,themusafer,male,non-org,30-39,neutral
77910,747128032645677056,YuriGelfat,male,non-org,>=40,neutral
77912,1138246281552388096,MAB05547408,male,non-org,>=40,left
77913,3499933094,Kevinofthelion,male,non-org,19-29,left
77914,838189646693675009,jcash1256_ca,male,non-org,>=40,right
77915,1273421885158481921,MelindaD38,female,non-org,30-39,right
77916,1284394614972194817,Madhusu27625489,male,non-org,<=18,neutral
77917,25535141,vanidosa27,female,non-org,<=18,left
77921,1265137472,nopetousername,male,non-org,>=40,neutral
77922,1188880792061186055,TheArtlessD,male,non-org,>=40,left
77923,1287788548825980935,DavidKe62185300,male,non-org,>=40,left
77924,132639505,reachsnair,male,non-org,>=40,right
77925,1188524868209385478,MarkClodfelter,male,non-org,>=40,left
77926,60841112,Only4RM,male,non-org,>=40,left
77927,508990755,WAdediran,male,non-org,30-39,left
77928,2369787813,Robinsm86398738,male,non-org,<=18,right
77929,961282948606709761,KimCarriganMA,female,non-org,>=40,left
77930,282617380,erosen1,male,non-org,>=40,left
77931,2217202128,WontBeSilent2,female,non-org,>=40,left
77932,49743323,DianeKokko,female,non-org,<=18,left
77933,276690453,J_W_Curry,male,non-org,>=40,left
77934,1267840353324982274,newrev76,male,non-org,<=18,right
77935,1371158894161104899,PHymbaugh,male,non-org,<=18,left
77936,1338024708835475456,kidult2020,female,non-org,<=18,neutral
77937,705441650076684288,thedoggeneral1,male,non-org,>=40,left
77938,33223529,DoctorSara,female,non-org,>=40,left
77939,24827312,RollieBeats,male,non-org,19-29,left
77941,1338681044380205057,barb_chick,female,non-org,<=18,left
77942,3698040856,JsmithITGuy,male,non-org,>=40,left
77943,14980220,MattLech,male,non-org,30-39,left
77946,18662745,Narda1,female,non-org,>=40,left
77948,1350219895854678016,helen_hulett,female,non-org,>=40,neutral
77949,249985022,phonomoss,male,non-org,>=40,left
77950,21786403,dandubei,male,non-org,30-39,left
77951,1074451521063014404,Bucky__Blue,male,non-org,>=40,neutral
77952,582188042,TroubledScribe,male,non-org,<=18,neutral
77953,3033696265,MicahBBurke,male,non-org,>=40,neutral
77954,1421835553557843972,musk_lyn,female,non-org,>=40,right
77956,267920099,SizweLo,male,non-org,30-39,neutral
77957,1288813546248208384,Rob22Jim,male,non-org,>=40,left
77958,417559192,sdutta1957,male,non-org,>=40,left
77960,190013771,JohnJH09,male,non-org,>=40,left
77962,826953909633695744,Armadillidium45,female,non-org,30-39,left
77963,1318232246755655684,BiweeklyBreeze,male,non-org,>=40,right
77964,2844988335,HLStockenstrom,female,non-org,>=40,left
77965,1288215094539812866,DreamsEnd3,male,non-org,30-39,left
77966,1349179183705026562,Tennscarlett1,female,non-org,>=40,right
77967,3393453733,DougWise9,male,non-org,>=40,left
77968,1341095931341492224,rgemmill53,male,non-org,>=40,right
77970,1219333629358366721,LoogerL,male,non-org,30-39,neutral
77971,1373222821824925698,IsonHans,male,non-org,<=18,neutral
77972,952828620,cmball10,male,non-org,30-39,left
77973,58674084,brandonwillett1,male,non-org,19-29,neutral
77974,1343343377325109253,rbalzum,male,non-org,>=40,left
77975,1269722889097342976,FreelancerRifa2,male,non-org,30-39,left
77976,1107459112244264961,Labreezeiana,female,non-org,19-29,left
77977,1274089233834074112,IYCSiddhartha,male,non-org,30-39,neutral
77978,22469111,ParsonageMaria,female,non-org,30-39,left
77979,1024617919,Hergoddessship,female,non-org,19-29,neutral
77980,1350115731288027144,MsCaliFox,female,non-org,>=40,left
77981,1187764291245658112,teddmanii,male,non-org,>=40,left
77982,1088798865644494854,Jfh33,male,non-org,>=40,left
77983,1355496668,Minimeki,female,non-org,>=40,left
77984,132876185,RngKr8,male,non-org,>=40,left
77985,1226971879723929600,razor48848,male,non-org,>=40,right
77986,88832022,PoorPig,male,non-org,30-39,left
77987,579118767,pjcanzy77,male,non-org,>=40,left
77988,1314915977449082880,cantbelievetrim,male,non-org,<=18,left
77989,1965459061,quutschi,male,non-org,>=40,neutral
77991,3167865988,dronechris75,male,non-org,>=40,neutral
77992,822572062485213184,TerryRoman18,male,non-org,>=40,right
77993,1318763267653709826,ShereenTravels,female,non-org,30-39,left
77994,176657667,FMontell,male,non-org,<=18,left
77995,438612288,20204Democracy,male,non-org,>=40,left
77996,741149984259747843,SunshineLeo82,male,non-org,30-39,right
77997,26071765,Ripley2win,male,non-org,30-39,left
77998,2565415596,DenaDenaleo,female,non-org,<=18,left
77999,1052038914830041089,CoxJode,female,non-org,>=40,left
78000,28141178,zetje01,male,non-org,>=40,neutral
78001,994025486,caspian5690,female,non-org,>=40,left
78002,843611999414112256,Craigbmchugh,male,non-org,<=18,left
78003,1382161640070787073,Hannity_Trump,male,non-org,19-29,left
78004,2927367604,sheilayoung61,female,non-org,>=40,right
78005,1282740412017520641,riogirl9909,female,non-org,19-29,left
78006,967622824528560128,Gardenia_peace,female,non-org,<=18,left
78007,15565666,scalefree,male,non-org,<=18,left
78008,2225308854,Arrow252525,male,non-org,>=40,left
78009,206532659,cleopeanutsyea1,male,non-org,>=40,right
78010,1210769901310238721,Leelee08118895,female,non-org,19-29,right
78012,389307540,DRouselle,male,non-org,>=40,neutral
78013,108348252,parsonite,male,non-org,30-39,left
78014,38002788,QuoQay,male,non-org,>=40,left
78015,1249751634856607745,NeverTr65001046,male,non-org,>=40,left
78017,611253430,dubkitteh,male,non-org,>=40,neutral
78019,2800961987,vilijijitjr,male,non-org,>=40,left
78020,797942807222697988,AndrewLazarus4,male,non-org,>=40,left
78021,1300789409466458113,IYCMadhepura,male,non-org,>=40,neutral
78024,24392364,MRM102480,male,non-org,>=40,right
78025,19308190,Devilhog,male,non-org,>=40,left
78026,1266373605291552770,FeliciaSunnyFl1,female,non-org,>=40,right
78027,3122302246,_KristinaZegers,female,non-org,19-29,right
78028,2252868877,TDouglasXIII,male,non-org,<=18,left
78029,793569234,sillimanch,female,non-org,19-29,left
78030,19248117,TehranBureau,female,non-org,>=40,left
78033,1414592280321695751,DronesEyeView3,male,non-org,>=40,right
78034,23086574,Arriadna,female,non-org,>=40,left
78035,19168328,LarryTenney,male,non-org,>=40,left
78036,714417913,msmacb,female,non-org,30-39,left
78037,805907138228928518,AlwaysVote_Blue,male,non-org,<=18,left
78038,1404373376660119552,SmirkwoodSprite,male,non-org,19-29,left
78039,1365874750120108034,moncoeurquibttr,female,non-org,<=18,left
78040,1274005322726694914,NerdyDetective,male,non-org,<=18,right
78041,140586054,IAmJohnAles,male,non-org,>=40,left
78045,1276199870450282498,Michael73312708,male,non-org,>=40,left
78046,1309499374624337920,wutyi_nyein,female,non-org,19-29,neutral
78047,243341632,WuWeiFAB2021,male,non-org,30-39,left
78048,736668978,StoweVT2,male,non-org,>=40,left
78049,1267121558067326977,Dover63A,male,non-org,>=40,neutral
78050,271176014,flcardiacnurse,male,non-org,>=40,left
78052,1404888337471754242,Dick_Gozena,male,non-org,>=40,left
78054,70757266,DDellaCioppa,female,non-org,30-39,right
78055,79072972,Jclaudia1,female,non-org,19-29,left
78056,50007544,abigale130,female,non-org,30-39,right
78057,1329628530859253763,Arturo_Arian,male,non-org,<=18,left
78058,1382738517663608835,KodyBallard6,male,non-org,19-29,neutral
78060,1275536276087808000,angieprobably,male,non-org,>=40,right
78061,1225548374604054528,CoreyMce,male,non-org,19-29,left
78062,896739975387127809,AndyRosedale,male,non-org,19-29,left
78063,1466506932,treesaregreen59,female,non-org,>=40,right
78064,1043531743616270336,5K_Ohm_Resistor,male,non-org,>=40,neutral
78065,806160007398047744,alg32765ag,male,non-org,<=18,right
78066,2690149878,cmg2_green,male,non-org,<=18,left
78067,106144669,Remingt,male,non-org,>=40,left
78068,1415129515823665155,momofth03689660,female,non-org,30-39,right
78071,467979837,TaraAngelique1,female,non-org,>=40,right
78072,1013855279811735552,marcia4justice,female,non-org,>=40,left
78073,299673980,Pedrompc88,male,non-org,30-39,neutral
78074,1385924634772611073,Karen54379260,female,non-org,>=40,right
78077,4909517806,Ukusaaus,female,non-org,>=40,neutral
78078,804409343147798529,linda_mintun,female,non-org,>=40,left
78079,189406922,victornizet,male,non-org,>=40,left
78080,29291082,KathleenLyons,female,non-org,>=40,left
78081,212590631,WellReadDan,male,non-org,>=40,left
78082,1250070652339421184,GuptaDevprakash,male,non-org,30-39,neutral
78083,1269915602535120896,Bob23470091,male,non-org,>=40,neutral
78085,88334933,dermatophyte,male,non-org,30-39,right
78086,104655799,Adam_Russo_LCSW,male,non-org,>=40,right
78087,1313668411969470464,balls_claire,female,non-org,<=18,left
78088,54542993,Quest2017,male,non-org,>=40,left
78090,873535798066499586,TakeThatCDC,male,non-org,>=40,neutral
78091,2933374623,internistaneumo,male,non-org,>=40,neutral
78092,1102329454444113920,DocWithBowtie,male,non-org,30-39,left
78093,450870940,FionaLegal,female,non-org,>=40,left
78094,16780826,misspixelbcn,female,non-org,<=18,neutral
78095,1251191907130040321,Vikashvidrohi1,male,non-org,>=40,left
78096,1349729704505446400,photosbybeanz83,male,non-org,30-39,left
78097,41452672,hypermoderns,male,non-org,<=18,right
78100,48809567,aepotter,male,non-org,>=40,left
78102,475116753,LesHailYes,male,non-org,>=40,left
78105,1150926073934307329,LLou06,female,non-org,>=40,left
78107,1212191498839552000,MTRichards400,male,non-org,30-39,left
78110,130549887,BahmanKalbasi,male,non-org,>=40,left
78111,482410591,TheresaKl_,female,non-org,>=40,left
78112,1282020373,HornetMomReva,female,non-org,>=40,left
78113,1207824952755474433,fiditenominem,male,non-org,<=18,left
78114,430973174,ARD973,male,non-org,30-39,left
78116,870675047161004032,TrnKhnhDinh1,male,non-org,>=40,right
78118,35188777,MariB1958,female,non-org,>=40,left
78119,824051751699546112,PeckMarissas33,female,non-org,30-39,right
78120,3375450083,NinaScience,female,non-org,>=40,neutral
78121,1002612022113177600,Phydeauz,female,non-org,>=40,left
78122,574790452,mopsnewman,female,non-org,>=40,right
78124,15312908,aejahkoy,male,non-org,>=40,left
78125,453514350,jpizzow11,male,non-org,>=40,right
78127,217081782,areinamo21,male,non-org,>=40,left
78128,1159516868995997696,AtaLossGirl1,female,non-org,19-29,left
78129,19005025,RinnosukeETQW,male,non-org,<=18,left
78130,3695081546,askwhymoreoften,female,non-org,>=40,neutral
78131,761343912,LouSchoolBeat,male,non-org,>=40,left
78132,1161448661282381824,BreaWVTM13,female,non-org,<=18,right
78133,718660536,Just_Meee_Deee,female,non-org,>=40,left
78134,1228359560986939397,SophiaCaiCali,female,non-org,19-29,left
78135,2153440387,ProfessorBec,female,non-org,>=40,left
78136,1267974805707321345,JillLudlow1,female,non-org,>=40,left
78137,2717730987,AngMDaniels,female,non-org,30-39,right
78138,1204430581410353154,FreedomatDawn21,female,non-org,30-39,right
78139,18974907,abena_serwaa,female,non-org,19-29,neutral
78140,53854381,Dr_Shadi,female,non-org,30-39,left
78141,1265179207337795585,teslaisgreat,male,non-org,<=18,neutral
78142,2285375286,sgpombe,female,non-org,19-29,left
78144,24277268,MichaelBenny,male,non-org,>=40,left
78145,3266916942,nirajp17,male,non-org,<=18,neutral
78146,3435415857,LauraCIemens,female,non-org,>=40,neutral
78147,840756296,WayneLagrone1,male,non-org,>=40,right
78148,425821053,ThatKidSampson,male,non-org,19-29,left
78149,526226529,Alexis_Verger,male,non-org,>=40,neutral
78150,1197428912654966784,TonySta84547162,male,non-org,<=18,left
78151,49798390,Rodayo,male,non-org,<=18,left
78152,1338538509624365061,Patrick21537063,male,non-org,>=40,left
78153,531487450,2bouys3gulls,male,non-org,30-39,right
78155,827645780756426752,GastonW250,male,non-org,30-39,left
78156,20714224,BenjaminJohn,male,non-org,19-29,neutral
78157,992224093092175872,kayliemars1922,female,non-org,<=18,left
78158,1739834460,PMurany,male,non-org,>=40,right
78159,631182374,ochronosis,female,non-org,30-39,neutral
78160,33228118,AmySenne,female,non-org,30-39,right
78161,418204047,amm91mma,male,non-org,>=40,neutral
78162,5665422,awesome,female,non-org,19-29,left
78163,816400050247135234,Z06TomCat,male,non-org,30-39,neutral
78164,146819246,Hunter_GW,male,non-org,>=40,left
78165,48281694,bayareahausfrau,male,non-org,>=40,right
78166,1338202311441649664,SlikeBob,male,non-org,>=40,neutral
78167,175822565,diptrich,male,non-org,>=40,neutral
78168,867214392,yodifiji,female,non-org,>=40,left
78169,2973888885,21cbrain,male,non-org,>=40,left
78170,55897273,auxwit,male,non-org,>=40,left
78171,1258070174,ktfitt87,female,non-org,30-39,left
78172,3099340794,dls1021,male,non-org,>=40,right
78175,975088072877625345,Nicolas_Spoors,male,non-org,>=40,neutral
78176,1902936516,DrHastreis,male,non-org,>=40,neutral
78177,1236925699883220992,LisasaysSA1st,male,non-org,30-39,neutral
78178,15585579,RandallKopchak,male,non-org,>=40,left
78179,968734055457001473,JoanTansy1,female,non-org,>=40,left
78180,34522154,cubeteck,male,non-org,<=18,left
78184,1213378808264318976,chv2019,male,non-org,>=40,neutral
78185,420197655,SAGARPradeep05,male,non-org,>=40,neutral
78186,290957541,metamitya,male,non-org,30-39,right
78187,4826498833,VivekwithPowers,male,non-org,>=40,neutral
78188,776279834611752961,RAGHupathirao55,male,non-org,<=18,neutral
78189,1712643062,NarpatParihar,male,non-org,>=40,neutral
78190,1262985918681452545,Nupur_soniii17,male,non-org,19-29,neutral
78191,4421273720,SanskaariPurush,male,non-org,19-29,neutral
78192,17785124,shaiyllderashri,female,non-org,30-39,neutral
78193,2942064528,imsid_vasu,male,non-org,>=40,neutral
78194,72532066,meakshu,male,non-org,19-29,left
78195,3014525287,shubh456gupta,male,non-org,19-29,neutral
78196,1352984680094527489,sa_vishva,female,non-org,19-29,neutral
78198,100743280,somnath0304,male,non-org,<=18,left
78199,1298625253493506048,FarahNa17927599,female,non-org,<=18,left
78200,568451893,sachinnachnani,male,non-org,>=40,neutral
78201,60305534,prabhakarjourno,male,non-org,>=40,left
78202,849142761886408705,chetanlsj,male,non-org,<=18,neutral
78203,108963659,nyn_b,male,non-org,<=18,left
78204,3237611299,Drgoyalvikas72,male,non-org,>=40,neutral
78205,746314923609825280,Jitulaljamnagar,male,non-org,>=40,neutral
78206,1241923229251301377,VipulPratap11,male,non-org,19-29,neutral
78207,1127831486781165569,Alya_ism,female,non-org,19-29,neutral
78208,766560990347587584,Defence_360,male,non-org,>=40,right
78209,719240697140752384,OriginallySubit,male,non-org,<=18,neutral
78210,703151910,Virenraj95,male,non-org,30-39,left
78211,60128738,DPSS87,male,non-org,30-39,left
78212,3188333352,NaamKaafihai,male,non-org,19-29,left
78213,44699176,ashajadeja325,female,non-org,30-39,left
78214,1274294725076385796,proudindian_raj,male,non-org,>=40,neutral
78216,151762886,Urs_Jessy,male,non-org,<=18,neutral
78217,139321403,tajamul_531,male,non-org,30-39,left
